BRA,2008,Summer,Brazil
MGL,1980,Winter,Mongolia
FRA,1992,Summer,France-3
TJK,1996,Summer,Tajikistan
NCA,1996,Summer,Nicaragua
MDA,2006,Winter,Moldova
USA,1952,Summer,Skidoo
SLO,2016,Summer,Slovenia
ITA,2004,Summer,Italy-1
KIR,2004,Summer,Kiribati
UKR,1994,Winter,Ukraine
VIN,1996,Summer,Saint Vincent and the Grenadines
BEL,1928,Winter,Belgium
CHN,2002,Winter,China-2
AUT,1964,Winter,Austria-2
MYA,2000,Summer,Myanmar
TAN,1980,Summer,Tanzania
LAT,2008,Summer,Latvia
SWE,1960,Summer,Galejan
INA,1992,Summer,Indonesia-1
FRA,1906,Summer,Socit Nautique de la Basse Seine-2
CHN,1996,Summer,China
NED,1984,Winter,Netherlands
ROU,1980,Winter,Romania-2
GBR,1984,Summer,Great Britain
ISL,1980,Summer,Iceland
MLI,1968,Summer,Mali
SWE,2008,Summer,Sweden
ROU,1992,Winter,Romania
ZIM,2008,Summer,Zimbabwe
SMR,2010,Winter,San Marino
THA,2002,Winter,Thailand
SWE,1948,Summer,Lotta IV
FIN,1924,Winter,Finland
ITA,1906,Summer,Italy
UZB,2006,Winter,Uzbekistan
VIE,2000,Summer,Vietnam
GBR,1952,Summer,Great Britain
LAT,1924,Summer,Latvia
BHU,2000,Summer,Bhutan
GBR,1992,Summer,Great Britain-1
AUS,1968,Winter,Australia
GDR,1988,Winter,East Germany-1
USA,1988,Winter,United States-1
GUY,1988,Summer,Guyana
VNM,1960,Summer,South Vietnam
SUI,1924,Winter,Switzerland-2
SAM,2016,Summer,Samoa
MAR,2016,Summer,Morocco
GBR,1908,Summer,Leander Club-2
ISL,2004,Summer,Iceland
COL,1900,Summer,Racing Club de France
BUR,1988,Summer,Burkina Faso
POL,1924,Winter,Poland
AHO,1952,Summer,Netherlands Antilles
JOR,1996,Summer,Jordan
QAT,2012,Summer,Qatar
MEX,2014,Winter,Mexico
CAN,1932,Winter,Canada-1
ESA,1968,Summer,El Salvador
SOL,2000,Summer,Solomon Islands
IND,2008,Summer,India
BIZ,1984,Summer,Belize
USA,1972,Winter,United States
SWE,1956,Summer,Sweden
FIN,1994,Winter,Finland
KUW,1984,Summer,Kuwait
FRA,1908,Summer,Camille
COL,2010,Winter,Colombia
NED,1996,Summer,Netherlands-1
FRA,1972,Summer,France
BRA,1920,Summer,Brazil
IRQ,1992,Summer,Iraq
UAR,1960,Summer,United Arab Republic
NZL,1960,Winter,New Zealand
UZB,2004,Summer,Uzbekistan
FRA,1948,Winter,France
IVB,1996,Summer,British Virgin Islands
SUI,1994,Winter,Switzerland-2
AUS,1928,Summer,Australia
GHA,2016,Summer,Ghana
CAN,2000,Summer,Canada-1
MAS,1984,Summer,Malaysia
GRE,1896,Summer,Greece
CAN,1984,Winter,Canada-1
CYP,2010,Winter,Cyprus
GRE,1992,Winter,Greece
GER,2004,Summer,Germany-2
USA,1904,Summer,Cincinnati Archers
FIN,1912,Summer,Lucky Girl-1
SUI,1948,Summer,Switzerland
GRE,1936,Summer,Greece
FRG,1980,Winter,West Germany
HAI,2008,Summer,Haiti
USA,2014,Winter,United States-3
ISV,1988,Winter,United States Virgin Islands-1
FRA,1924,Summer,Namoussa
TGA,2016,Summer,Tonga
BOH,1900,Summer,Bohemia
EUN,1992,Summer,Unified Team-1
CAN,1992,Winter,Canada-2
CAN,1994,Winter,Canada-2
MLI,1964,Summer,Mali
ITA,1952,Summer,Mirtala
USA,1904,Summer,Century Boat Club-1
PRK,2008,Summer,North Korea
TJK,2002,Winter,Tajikistan
SWE,1952,Winter,Sweden-1
WIF,1960,Summer,West Indies Federation
LAT,1994,Winter,Latvia-2
AUS,2004,Summer,Australia
NZL,1960,Summer,Harmony
HUN,1912,Summer,Hungaria Evezos Egylet
SMR,1992,Winter,San Marino
DEN,1936,Summer,Denmark
CPV,1996,Summer,Cape Verde
GRE,1906,Summer,Athens-2
NED,1948,Summer,Starita
FRA,1900,Summer,Fantlet-2
CIV,2000,Summer,Cote d'Ivoire
IRL,2008,Summer,Ireland
TUN,1976,Summer,Tunisia
BAH,1956,Summer,Bahamas
SLO,2000,Summer,Slovenia
MDV,2016,Summer,Maldives
YUG,1992,Winter,Yugoslavia-2
AUS,1964,Winter,Australia
MLI,1996,Summer,Mali
FRA,1994,Winter,France-2
IRL,1928,Summer,Ireland
CAN,1932,Summer,Santa Maria
CZE,1998,Winter,Czech Republic
CUB,1992,Summer,Cuba
SMR,1988,Summer,San Marino
ESP,1924,Summer,Spain-2
ESP,1996,Summer,Spain-1
ERI,2008,Summer,Eritrea
BEL,1972,Summer,Belgium
CZE,2014,Winter,Czech Republic
TUR,1994,Winter,Turkey
SWE,1964,Winter,Sweden-2
USA,1928,Summer,United States
GRN,2000,Summer,Grenada
FIN,1976,Summer,Finland
FRA,1906,Summer,Socit Nautique de Bayonne-2
NGR,1992,Summer,Nigeria-2
EST,1936,Summer,Brandenburg
JPN,1988,Winter,Japan
ARG,1988,Summer,Argentina
KEN,2002,Winter,Kenya
SWE,1896,Summer,Sweden
RWA,1984,Summer,Rwanda
SUI,1980,Summer,Switzerland
FIN,1952,Summer,Finland
IRL,2004,Summer,Ireland
MGL,1992,Winter,Mongolia
LIE,2012,Summer,Liechtenstein
NAM,2000,Summer,Namibia
BLR,2012,Summer,Belarus
BUL,1994,Winter,Bulgaria
ISR,1960,Summer,Israel
LAO,2004,Summer,Laos
CYP,1992,Winter,Cyprus
FIN,1956,Summer,Finland
MLI,2012,Summer,Mali
JPN,1988,Summer,Japan-2
TAN,1992,Summer,Tanzania
CAN,1948,Winter,Canada
URU,1956,Summer,Uruguay
TOG,1996,Summer,Togo
ROU,1992,Winter,Romania-2
ISL,1952,Winter,Iceland
KOR,2000,Summer,South Korea-2
SUI,2004,Summer,Switzerland
MGL,1988,Summer,Mongolia
MGL,2008,Summer,Mongolia
CRC,1968,Summer,Costa Rica
FRA,1900,Summer,Plume-Patte-5
GBR,1924,Summer,Great Britain
MAS,1988,Summer,Malaysia
SLE,1984,Summer,Sierra Leone
POR,1924,Summer,Portugal
AND,2004,Summer,Andorra
GER,1900,Summer,Favorite Hammonia-3
SOM,1996,Summer,Somalia
COL,1964,Summer,Colombia
SUI,1936,Winter,Switzerland-1
TPE,2000,Summer,Chinese Taipei
CZE,2012,Summer,Czech Republic-1
CHN,2006,Winter,China-1
HUN,1984,Winter,Hungary
ITA,1980,Summer,Italy
MTN,1984,Summer,Mauritania
CAN,1976,Winter,Canada-2
USA,1956,Summer,Kathleen
POR,1956,Summer,Portugal
EGY,1948,Summer,Egypt
CHN,1996,Summer,China-2
TAN,2012,Summer,Tanzania
URS,1976,Winter,Soviet Union
GDR,1968,Winter,East Germany-2
NED,1968,Winter,Netherlands
FIJ,1984,Summer,Fiji
GBR,1972,Winter,Great Britain-1
GER,1936,Winter,Germany
ISL,2012,Summer,Iceland
TOG,2012,Summer,Togo
DMA,2004,Summer,Dominica
USA,1994,Winter,United States
SLE,1968,Summer,Sierra Leone
ISV,1998,Winter,United States Virgin Islands
UKR,2006,Winter,Ukraine
BEL,1932,Winter,Belgium-1
MDV,2000,Summer,Maldives
GEQ,2000,Summer,Equatorial Guinea
BEL,1900,Summer,Brussels Swimming and Water Polo Club
URS,1956,Winter,Soviet Union
AUT,1980,Winter,Austria-2
URS,1972,Winter,Soviet Union-1
IRQ,2004,Summer,Iraq
CUB,1976,Summer,Cuba
TUR,1984,Winter,Turkey
ITA,1968,Winter,Italy-1
ISV,2014,Winter,United States Virgin Islands
HUN,1960,Winter,Hungary
FRG,1988,Summer,West Germany-2
THA,1960,Summer,Thailand
HUN,1968,Winter,Hungary
CAN,1980,Winter,Canada-2
UNK,1912,Summer,Unknown
CHN,2004,Summer,China-1
LUX,2004,Summer,Luxembourg
URS,1988,Winter,Soviet Union-2
BEN,2012,Summer,Benin
CZE,2002,Winter,Czech Republic-1
CAM,1996,Summer,Cambodia
PAK,2004,Summer,Pakistan
SRB,2016,Summer,Serbia
FIN,1912,Summer,Nina
SAM,2000,Summer,Samoa
COL,2012,Summer,Colombia
GER,1960,Summer,Bronia
ISV,2002,Winter,United States Virgin Islands
CAN,1964,Summer,Syndi
BHU,2008,Summer,Bhutan
USA,1936,Summer,United States
ITA,2008,Summer,Italy-1
CHN,1932,Summer,China
IVB,2014,Winter,British Virgin Islands
FRA,1900,Summer,Sidi Fekkar-36
MON,1992,Winter,Monaco
CHN,2014,Winter,China-1
SMR,2002,Winter,San Marino
CAN,1968,Winter,Canada-1
FRA,2000,Summer,France-1
CAY,1976,Summer,Cayman Islands
NCA,1984,Summer,Nicaragua
POL,1976,Summer,Poland
NOR,1964,Summer,Monica
URU,1988,Summer,Uruguay
FRA,1900,Summer,Baby-9
RUS,1912,Summer,Gallia II
TCH,1936,Winter,Czechoslovakia-1
URU,2008,Summer,Uruguay
TLS,2014,Winter,Timor Leste
USA,1904,Summer,Chicago Athletic Association
SUI,2006,Winter,Switzerland-2
FRA,1900,Summer,Marsouin-26
BRA,1964,Summer,Vento Sul
CZE,2000,Summer,Czech Republic-2
HON,1984,Summer,Honduras
POL,2006,Winter,Poland
CAN,1912,Summer,Canada
KGZ,1994,Winter,Kyrgyzstan
ZAM,1996,Summer,Zambia
SUI,1952,Winter,Switzerland
FRA,1900,Summer,USFSA
SUI,2010,Winter,Switzerland-1
JPN,1936,Summer,Myojo
HUN,1956,Summer,Hungary
ROU,1928,Winter,Romania-1
ESP,1976,Summer,Spain
SUI,1960,Summer,Ballerina IV
TCH,1924,Winter,Czechoslovakia
CAN,2006,Winter,Canada-2
POR,1964,Summer,Grifo IV
ESP,1952,Summer,Spain
GER,1994,Winter,Germany-1
NZL,1920,Summer,New Zealand
CMR,1984,Summer,Cameroon
NOR,1964,Summer,Lucky
SOL,2004,Summer,Solomon Islands
SMR,2006,Winter,San Marino
NED,1920,Summer,Beatrijs III-1
NOR,1936,Winter,Norway
ITA,1928,Summer,Twins II
ESP,1956,Summer,Spain
NOR,1912,Summer,Ormsund Roklub-2
BRA,2012,Summer,Brazil-2
FRA,1900,Summer,Tournade-40
BOH,1908,Summer,Bohemia
FIN,1998,Winter,Finland
LUX,1936,Summer,Luxembourg
VIN,2000,Summer,Saint Vincent and the Grenadines
YUG,1928,Summer,Yugoslavia
NOR,1960,Summer,Sirene
MON,1992,Winter,Monaco-1
GBR,1956,Winter,Great Britain-2
GRE,1972,Winter,Greece
ZAM,2012,Summer,Zambia
CAF,1984,Summer,Central African Republic
TUN,1988,Summer,Tunisia
IVB,1984,Summer,British Virgin Islands
FIN,2014,Winter,Finland
YUG,1976,Summer,Yugoslavia
TUN,2008,Summer,Tunisia
ITA,1924,Winter,Italy
PLE,2012,Summer,Palestine
TUR,2006,Winter,Turkey
AUS,1900,Summer,Amateur Athletic Association
BUL,1936,Summer,Bulgaria
USA,1976,Winter,United States-3
EGY,2008,Summer,Egypt
ANT,1996,Summer,Antigua and Barbuda
ISV,1968,Summer,United States Virgin Islands
SWE,1908,Summer,Saga-2
CRO,2000,Summer,Croatia
LAT,2006,Winter,Latvia
GER,1932,Winter,Germany-2
BIH,1998,Winter,Bosnia and Herzegovina
CHI,1992,Winter,Chile
EGY,1928,Summer,Egypt
MGL,2006,Winter,Mongolia
ARG,1920,Summer,Argentina
YUG,1956,Summer,Yugoslavia
JPN,2008,Summer,Japan-1
LAO,1988,Summer,Laos
FRA,1900,Summer,Sidi-Fekkar-14
SMR,1968,Summer,San Marino
ITA,2000,Summer,Italy
FIN,1908,Summer,Finland
SWE,1912,Summer,Kerstin-1
BIH,2014,Winter,Bosnia and Herzegovina
SWE,1932,Summer,Swedish Star
SLO,2004,Summer,Slovenia
CUB,1928,Summer,Cuba
AUT,1992,Winter,Austria-2
LBA,1980,Summer,Libya
TCH,1968,Winter,Czechoslovakia
RWA,2012,Summer,Rwanda
BAH,1960,Summer,Combine
ARG,1972,Winter,Argentina
BUL,1980,Summer,Bulgaria
AFG,1996,Summer,Afghanistan
GUM,1996,Summer,Guam
PER,1968,Summer,Peru
ITA,1992,Winter,Italy-1
SUI,1952,Summer,Ali-Baba IV
CHA,1984,Summer,Chad
SUI,2008,Summer,Switzerland-2
GDR,1972,Winter,East Germany-1
POR,1956,Summer,Canopus
AUT,2016,Summer,Austria-1
CAN,1904,Summer,Toronto Argonauts
SUI,1952,Summer,Ylliam VIII
GBR,1976,Winter,Great Britain
ANT,2012,Summer,Antigua and Barbuda
AUT,1976,Winter,Austria
PAR,1996,Summer,Paraguay
ARU,2012,Summer,Aruba
FRA,2014,Winter,France-2
LBA,2004,Summer,Libya
MYA,1980,Summer,Myanmar
AUS,2006,Winter,Australia
USA,1904,Summer,Western Golf Association-1
VEN,1976,Summer,Venezuela
BEL,1964,Summer,Belgium
LAT,2002,Winter,Latvia-2
SWE,1952,Summer,Tornado
UKR,2016,Summer,Ukraine-2
OMA,1984,Summer,Oman
MGL,1972,Winter,Mongolia
ESP,1968,Winter,Spain
NAM,2004,Summer,Namibia
QAT,2016,Summer,Qatar
BEL,1924,Summer,Antwerpia V
GBR,1900,Summer,Bohemia/Great Britain
KOR,1988,Winter,South Korea
ROU,1928,Winter,Romania-2
BER,1956,Summer,Pam
SVK,1996,Summer,Slovakia
RUS,2000,Summer,Russia
GER,1960,Winter,Germany-2
UKR,2006,Winter,Ukraine-1
CHA,1996,Summer,Chad
PRK,1976,Summer,North Korea
CAN,1992,Winter,Canada-1
FIN,1984,Summer,Finland
CAN,1994,Winter,Canada-1
TUR,1992,Winter,Turkey
ISL,1976,Summer,Iceland
MYA,2004,Summer,Myanmar
NOR,2010,Winter,Norway
BEL,1980,Summer,Belgium
FRA,1900,Summer,Olle
MON,2002,Winter,Monaco
BAN,2000,Summer,Bangladesh
PHI,1976,Summer,Philippines
FRA,1900,Summer,Favorite-1
POL,1976,Winter,Poland-2
BUL,1988,Winter,Bulgaria-2
PAR,2012,Summer,Paraguay
TUR,1988,Summer,Turkey
ESP,1996,Summer,Spain-2
CAY,2004,Summer,Cayman Islands
POR,1948,Summer,Argus
NEP,1964,Summer,Nepal
TPE,1956,Summer,Chinese Taipei
TCH,1964,Winter,Czechoslovakia
POL,1932,Winter,Poland
ITA,1976,Summer,Italy
POL,1948,Winter,Poland
BAR,1996,Summer,Barbados
DEN,2008,Summer,Clearwater
SMR,1996,Summer,San Marino
MLI,1992,Summer,Mali
PER,1900,Summer,Peru
ITA,1952,Summer,Italy
CAN,1988,Winter,Canada
SVK,2012,Summer,Slovakia
SWE,1968,Winter,Sweden-1
CHA,2012,Summer,Chad
EST,2002,Winter,Estonia
ESA,1972,Summer,El Salvador
FRA,1968,Winter,France-1
KOR,1984,Winter,South Korea
NGR,1988,Summer,Nigeria
GBR,1972,Summer,Great Britain
GUY,1964,Summer,Guyana
URS,1972,Summer,Soviet Union
ITA,1924,Winter,Italy-2
GBR,1964,Summer,Yeoman XII
NEP,1980,Summer,Nepal
FRA,1936,Summer,EA II
ROU,1964,Summer,Romania
POL,2000,Summer,Poland
AUS,1896,Summer,Australia
ESP,2004,Summer,Spain
TCH,1964,Winter,Czechoslovakia-2
MDV,2004,Summer,Maldives
AUT,1900,Summer,Austria
GEQ,2004,Summer,Equatorial Guinea
GBR,1908,Summer,Cambridge University Boat Club-2
GBR,1900,Summer,"Bagatelle Polo Club, Paris"
HKG,2000,Summer,Hong Kong
ITA,1952,Summer,Merope
LES,1996,Summer,Lesotho
CAN,1960,Summer,Canada
CAN,1908,Summer,Argonaut Rowing Club
EUN,1992,Winter,Unified Team-3
CGO,1980,Summer,Congo (Brazzaville)
BEN,1996,Summer,Benin
SWE,2008,Summer,Sweden-1
AUT,1924,Summer,Austria
ESP,1964,Winter,Spain
ETH,2004,Summer,Ethiopia
FRA,1900,Summer,Pupilles de Neptune de Lille-1
PUR,1994,Winter,Puerto Rico
FRA,2008,Summer,France-1
FRA,1920,Summer,France-2
ITA,2000,Summer,Italy-2
LTU,2000,Summer,Lithuania
BRA,1972,Summer,Brazil
MLT,2016,Summer,Malta
POR,1996,Summer,Portugal
COD,2008,Summer,Congo (Kinshasa)
CMR,1992,Summer,Cameroon
ANG,2008,Summer,Angola
SUI,1998,Winter,Switzerland-1
MOZ,2012,Summer,Mozambique
KSA,2000,Summer,Saudi Arabia
SUI,1960,Winter,Switzerland
MON,1920,Summer,Monaco
IND,2010,Winter,India
SUR,1996,Summer,Suriname
JOR,1992,Summer,Jordan
SOM,2000,Summer,Somalia
SGP,1988,Summer,Singapore
AUT,1912,Summer,Austria
SUI,1992,Winter,Switzerland-2
TOG,1992,Summer,Togo
JPN,1988,Summer,Japan-1
CYP,1996,Summer,Cyprus
POL,1960,Winter,Poland
SUI,2014,Winter,Switzerland-1
YAR,1984,Summer,North Yemen
MLI,2016,Summer,Mali
TGA,2008,Summer,Tonga
GER,2006,Winter,Germany-1
FSM,2008,Summer,Federated States of Micronesia
SEY,2016,Summer,Seychelles
MAS,2000,Summer,Malaysia-1
ARG,1952,Summer,Arcturus
NOR,1908,Summer,Norway
CAN,1976,Winter,Canada-1
MAS,1972,Summer,Malaysia
MON,1968,Summer,Monaco
FRA,2004,Summer,France-1
TCH,1936,Summer,Czechoslovakia
BIZ,1996,Summer,Belize
UGA,2016,Summer,Uganda
BRA,2008,Summer,Brazil-1
ISL,1936,Summer,Iceland
EST,1920,Summer,Estonia
SYR,1968,Summer,Syria
BIH,2002,Winter,Bosnia and Herzegovina
ARG,1908,Summer,Argentina
SUI,1904,Summer,Switzerland
FRA,1900,Summer,Ariette-8
BUR,1972,Summer,Burkina Faso
CZE,2004,Summer,Czech Republic-2
POL,1972,Summer,Poland-3
COL,1992,Summer,Colombia
SUI,1976,Summer,Switzerland
BER,2010,Winter,Bermuda
LIE,1976,Summer,Liechtenstein
GUA,2008,Summer,Guatemala
JPN,2008,Summer,Dow Jones
GRE,2010,Winter,Greece
GUM,2000,Summer,Guam
SGP,2004,Summer,Singapore-2
GBR,1900,Summer,Amateur Athletic Association
CAN,1980,Winter,Canada-1
IRL,2010,Winter,Ireland
SOL,2008,Summer,Solomon Islands
GBR,1912,Summer,England
SUI,1960,Summer,Fantasio III
POL,1952,Summer,Poland
ITA,1932,Winter,Italy-1
CGO,2008,Summer,Congo (Brazzaville)
TOG,2016,Summer,Togo
NOR,1996,Summer,Norway
GRE,1906,Summer,Greece-4
LIE,1984,Winter,Liechtenstein
TPE,1988,Summer,Chinese Taipei-1
ITA,1960,Summer,Venilia
CHA,1992,Summer,Chad
DEN,2008,Summer,Denmark-2
BIZ,2012,Summer,Belize
HKG,1952,Summer,Hong Kong
POL,1996,Summer,Poland-1
MEX,1972,Summer,Mexico
GBR,1952,Summer,Unique
POL,1956,Summer,Poland
FRA,1900,Summer,Union des Socits Franais de Sports Athletiques
NRU,2012,Summer,Nauru
IND,1992,Winter,India
GBR,1992,Summer,Great Britain-2
PLE,1996,Summer,Palestine
CHN,2006,Winter,China-3
FRA,1900,Summer,France-4
LAT,1932,Summer,Latvia
TLS,2012,Summer,Timor Leste
GER,2014,Winter,Germany-1
USA,1920,Summer,United States
GBR,1908,Summer,Dormy-1
DEN,1924,Summer,Denmark-2
ITA,1928,Summer,Italy
ARG,2010,Winter,Argentina
MNE,2012,Summer,Montenegro
JPN,1972,Winter,Japan-1
HUN,2006,Winter,Hungary
LAT,2006,Winter,Latvia-2
BER,1968,Summer,Bermuda
GBR,1912,Summer,Great Britain
VEN,2000,Summer,Venezuela
GBR,1900,Summer,Bona Fide
NCA,1972,Summer,Nicaragua
HKG,2004,Summer,Hong Kong-2
BEL,1920,Summer,Antwerpia V
AHO,2008,Summer,Netherlands Antilles
GUI,2016,Summer,Guinea
THA,1964,Summer,Thailand
NOR,2012,Summer,Norway
FRA,1992,Winter,France-1
BEL,2012,Summer,Belgium
ARG,1924,Summer,Argentina
GER,1908,Summer,Germany-1
QAT,2000,Summer,Qatar
ROU,1932,Summer,Romania
CAN,1908,Summer,Toronto Argonauts
MON,1996,Summer,Monaco
SWE,2010,Winter,Sweden
MGL,2010,Winter,Mongolia
FRA,1906,Summer,France
GER,1900,Summer,Frankfurt Club
ITA,2004,Summer,Italy
HUN,1936,Winter,Hungary-1
PUR,1992,Winter,Puerto Rico
GER,1964,Summer,Germany
CAN,2006,Winter,Canada-1
LIB,1988,Summer,Lebanon
NOR,1998,Winter,Norway
USA,2000,Summer,United States-1
ISR,2006,Winter,Israel-1
PHI,2014,Winter,Philippines
SYR,1996,Summer,Syria
ITA,1964,Winter,Italy
CHI,1936,Summer,Mainz
NEP,2000,Summer,Nepal
IRL,1948,Summer,The Cloud
AZE,1996,Summer,Azerbaijan
SRI,2000,Summer,Sri Lanka
AFG,1972,Summer,Afghanistan
NOR,2014,Winter,Norway
TCH,1988,Summer,Czechoslovakia
ARG,1964,Winter,Argentina
BOH,1906,Summer,Bohemia
SLE,1996,Summer,Sierra Leone
BAR,2012,Summer,Barbados
SWE,1912,Summer,K.S.S.S. 1912-2
FIJ,1972,Summer,Fiji
BAH,1964,Summer,Guanahani
ROU,1988,Winter,Romania
POL,2016,Summer,Poland-2
ASA,2008,Summer,American Samoa
KOR,2000,Summer,South Korea-1
ALB,2006,Winter,Albania
KAZ,2012,Summer,Kazakhstan
DOM,2008,Summer,Dominican Republic
HKG,1988,Summer,Hong Kong-2
AUT,1960,Summer,May-Be 1960
LIE,1936,Summer,Liechtenstein
NOR,2002,Winter,Norway
TGA,1988,Summer,Tonga
NOR,1948,Summer,Nora
SLO,2006,Winter,Slovenia
AUT,1948,Winter,Austria
GRE,1924,Summer,Greece
VEN,1948,Summer,Venezuela
LAT,1928,Winter,Latvia
YUG,1964,Winter,Yugoslavia
BRU,2000,Summer,Brunei
SWE,1960,Summer,Mari
GUY,2012,Summer,Guyana
NED,2010,Winter,Netherlands
UAE,1984,Summer,United Arab Emirates
ESP,1988,Summer,Spain
MLT,1928,Summer,Malta
CZE,1996,Summer,Czech Republic
BRA,2016,Summer,Brazil-2
ROU,2012,Summer,Romania
DEN,1900,Summer,Denmark
ROU,1988,Winter,Romania-1
VIE,2008,Summer,Vietnam
USA,1900,Summer,United States/Great Britain
SUI,1928,Summer,Switzerland
ARU,1992,Summer,Aruba
CRO,1994,Winter,Croatia
SLE,2012,Summer,Sierra Leone
GRE,1912,Summer,Greece
HUN,2008,Summer,Hungary
AZE,1998,Winter,Azerbaijan
GBR,2016,Summer,Great Britain
CMR,2016,Summer,Cameroon
AUS,2016,Summer,Australia-2
TCH,1932,Winter,Czechoslovakia
CHI,1996,Summer,Chile
COK,1988,Summer,Cook Islands
PHI,1984,Summer,Philippines
EGY,1920,Summer,Egypt
JPN,1932,Winter,Japan
UAE,1996,Summer,United Arab Emirates
TCH,1948,Winter,Czechoslovakia
BLR,2000,Summer,Belarus
CAN,1906,Summer,Canada
PAR,2000,Summer,Paraguay
PER,1932,Summer,Peru
BEL,1900,Summer,Pupilles de Neptune de Lille #1-3
GUI,2000,Summer,Guinea
GER,1956,Summer,Gustl XI
NEP,1976,Summer,Nepal
DEN,1964,Winter,Denmark
SUI,1936,Winter,Switzerland-2
NZL,1996,Summer,New Zealand
ISV,1988,Winter,United States Virgin Islands-2
PHI,1952,Summer,Philippines
FRG,1972,Summer,West Germany-2
POL,1936,Winter,Poland
CHN,1988,Winter,China
SWZ,1984,Summer,Swaziland
AZE,2002,Winter,Azerbaijan
JPN,2000,Summer,Japan
RSA,2010,Winter,South Africa
SRI,1952,Summer,Sri Lanka
FIN,1952,Summer,Lucky Star
AHO,1992,Winter,Netherlands Antilles
KOR,2016,Summer,South Korea-1
MAS,2008,Summer,Malaysia-1
USA,1900,Summer,Vesper Boat Club
ARG,1984,Summer,Argentina
GBR,1908,Summer,Roehampton-1
FIN,1928,Winter,Finland
MOZ,1996,Summer,Mozambique
PER,1984,Summer,Peru
DEN,1912,Summer,Denmark-4
TPE,2006,Winter,Chinese Taipei
BAH,2012,Summer,Bahamas
ITA,2004,Summer,Italy-2
LTU,2004,Summer,Lithuania
HUN,1924,Summer,Hungary-1
NIG,1996,Summer,Niger
SUI,1928,Winter,Switzerland-2
ISV,1972,Summer,United States Virgin Islands
BER,1998,Winter,Bermuda
ALB,2008,Summer,Albania
CIV,1988,Summer,Cote d'Ivoire
GRE,1998,Winter,Greece
SMR,1960,Summer,San Marino
INA,1968,Summer,Indonesia
NOR,1968,Summer,Norway
CRC,1992,Summer,Costa Rica
CIV,2008,Summer,Cote d'Ivoire
ITA,1964,Winter,Italy-2
NED,1996,Summer,Netherlands-2
BEL,1952,Winter,Belgium
AUT,1964,Winter,Austria-1
AUT,1984,Summer,Austria
URS,1956,Summer,Tulilind
TAN,2000,Summer,Tanzania
SUR,1972,Summer,Suriname
GBR,1988,Winter,Great Britain
BER,2014,Winter,Bermuda
ZIM,1984,Summer,Zimbabwe
ISL,2000,Summer,Iceland
POR,1988,Winter,Portugal
FRA,1956,Summer,Gam II
PRK,1992,Winter,North Korea
NED,1908,Summer,Netherlands
NOR,1956,Winter,Norway-1
VAN,1992,Summer,Vanuatu
NOR,1948,Winter,Norway-2
EUN,1992,Winter,Unified Team
UZB,1998,Winter,Uzbekistan
TUR,1936,Winter,Turkey
USA,1904,Summer,Mound City Rowing Club-2
NZL,1998,Winter,New Zealand
FRA,1900,Summer,Verveine-19
NED,1960,Winter,Netherlands
GRE,2002,Winter,Greece
LAT,1936,Winter,Latvia
USA,1904,Summer,"Davenport Turngemeinde, Davenport"
ROU,1988,Winter,Romania-2
UZB,2014,Winter,Uzbekistan
YUG,1984,Winter,Yugoslavia-1
ARG,1998,Winter,Argentina
JPN,2012,Summer,Japan-2
USA,1904,Summer,Independent Rowing Club-3
GBR,1908,Summer,Quicksilver-2
HAI,1924,Summer,Haiti
COL,1972,Summer,Colombia
ESP,1960,Winter,Spain
MAR,2008,Summer,Morocco
USA,1900,Summer,A North American Team
NED,2012,Summer,Netherlands-2
ALB,2010,Winter,Albania
MYA,1960,Summer,Yangon
CAF,1996,Summer,Central African Republic
ZIM,1980,Summer,Zimbabwe
ARG,2014,Winter,Argentina
POL,1992,Winter,Poland
VAN,2012,Summer,Vanuatu
NOR,1956,Summer,Pan II
SUI,2012,Summer,Switzerland-1
MRI,2016,Summer,Mauritius
FRA,2006,Winter,France-1
DOM,1984,Summer,Dominican Republic
BOL,1980,Winter,Bolivia
USA,1968,Winter,United States-1
EST,1998,Winter,Estonia
JPN,1952,Summer,Japan
ARG,2002,Winter,Argentina
GBR,1900,Summer,Great Britain-1
TUN,1972,Summer,Tunisia
INA,2008,Summer,Indonesia-1
HKG,2002,Winter,Hong Kong
IND,1968,Summer,India
GER,2012,Summer,Germany
JPN,1956,Summer,Japan
EST,2014,Winter,Estonia
AUS,1936,Winter,Australia
MAR,2004,Summer,Morocco
TPE,2008,Summer,Chinese Taipei
AUT,2010,Winter,Austria-2
HKG,2008,Summer,Hong Kong
USA,2008,Summer,United States-1
LBR,1956,Summer,Liberia
JPN,2002,Winter,Japan-2
UZB,1994,Winter,Uzbekistan-1
UKR,1994,Winter,Ukraine-2
SGP,1972,Summer,Singapore
INA,1996,Summer,Indonesia
ITA,2010,Winter,Italy-1
HUN,1936,Winter,Hungary-2
ITA,1956,Summer,Merope III
POL,1924,Summer,Poland
MLT,2004,Summer,Malta
MON,1932,Summer,Monaco
DJI,1988,Summer,Djibouti
FIN,1972,Summer,Finland
DJI,2008,Summer,Djibouti
FRG,1988,Winter,West Germany
MEX,1980,Summer,Mexico
LUX,1936,Winter,Luxembourg-1
USA,1904,Summer,"La Salle Turnverein, Chicago"
QAT,2004,Summer,Qatar
HAI,2012,Summer,Haiti
LUX,1992,Winter,Luxembourg
BUR,2012,Summer,Burkina Faso
GHA,2004,Summer,Ghana
